facility,location,cases,deaths,address,lon,lat
Newtown Rehabilitation and Health Care Center,"Newtown, Conn.",91,28,"Newtown Rehabilitation and Health Care Center, Newtown, Conn.",-73.3035651,41.4141172
Wellspring Lutheran Services Frankenmuth skilled nursing facility,"Frankenmuth, Mich.",90,28,"Wellspring Lutheran Services Frankenmuth skilled nursing facility, Frankenmuth, Mich.",-83.7380194,43.331691
Autumn Lake Healthcare nursing home,"Norwalk, Conn.",61,28,"Autumn Lake Healthcare nursing home, Norwalk, Conn.",-73.4081575,41.11774399999999
J.F.K. Hartwyck at Edison Estates nursing home,"Edison, N.J.",172,27,"J.F.K. Hartwyck at Edison Estates nursing home, Edison, N.J.",-74.4120953,40.5187154
CareOne nursing home,"New Milford, N.J.",161,27,"CareOne nursing home, New Milford, N.J.",-74.0190281,40.9350986
Millville Center nursing home,"Millville, N.J.",133,27,"Millville Center nursing home, Millville, N.J.",-75.0393438,39.4020596
Ambassador Nursing and Rehabilitation Center,"Detroit, Mich.",127,27,"Ambassador Nursing and Rehabilitation Center, Detroit, Mich.",-83.0457538,42.331427
Lakepointe Senior Care and Rehab Center,"Clinton Township, Mich.",122,27,"Lakepointe Senior Care and Rehab Center, Clinton Township, Mich.",-82.9195514,42.5868882
Timber Ridge Health Center,"Wilkes Barre, Pa.",118,27,"Timber Ridge Health Center, Wilkes Barre, Pa.",-75.88130749999999,41.2459149
Hamilton Grove Healthcare and Rehabilitation Center,"Hamilton, N.J.",117,27,"Hamilton Grove Healthcare and Rehabilitation Center, Hamilton, N.J.",-74.6796651,40.2115109
Beacon Brook Health Center,"Naugatuck, Conn.",110,27,"Beacon Brook Health Center, Naugatuck, Conn.",-73.0506972,41.485921
Westside Care Center nursing home,"Manchester, Conn.",108,27,"Westside Care Center nursing home, Manchester, Conn.",-72.52150089999999,41.7759301
Greenbriar Community Care Center,"Slidell, La.",104,27,"Greenbriar Community Care Center, Slidell, La.",-89.78117449999999,30.2751945
Ivy Hill Rehab Center,"Philadelphia, Pa.",103,27,"Ivy Hill Rehab Center, Philadelphia, Pa.",-75.1652215,39.9525839
The Laurels nursing home,"Hendersonville, N.C.",97,27,"The Laurels nursing home, Hendersonville, N.C.",-82.4609528,35.3187279
Jewish Senior Services assisted living,"Bridgeport, Conn.",96,27,"Jewish Senior Services assisted living, Bridgeport, Conn.",-73.1894384,41.1792258
Ridgewood Terrace Health and Rehabilitation Center,"Madisonville, Ky.",93,27,"Ridgewood Terrace Health and Rehabilitation Center, Madisonville, Ky.",-87.4988882,37.32810050000001
Bell Convalescent Hospital,"Bell, Calif.",81,27,"Bell Convalescent Hospital, Bell, Calif.",-118.1870156,33.9775142
Long Ridge Post-Acute Care,"Stamford, Conn.",70,27,"Long Ridge Post-Acute Care, Stamford, Conn.",-73.5387341,41.0534302
Arden Courts of Yardley memory care,"Yardley, Pa.",67,27,"Arden Courts of Yardley memory care, Yardley, Pa.",-74.8459972,40.245664
Middlesex Health Care Center nursing home,"Middletown, Conn.",60,27,"Middlesex Health Care Center nursing home, Middletown, Conn.",-72.6506488,41.5623209
Benchmark Senior Living at Ridgefield Crossings,"Ridgefield, Conn.",57,27,"Benchmark Senior Living at Ridgefield Crossings, Ridgefield, Conn.",-73.4975412,41.28406349999999
Symphony at Midway rehabillitation center,"Chicago, Ill.",222,26,"Symphony at Midway rehabillitation center, Chicago, Ill.",-87.6297982,41.8781136
Symphony of South Shore nursing home,"Chicago, Ill.",192,26,"Symphony of South Shore nursing home, Chicago, Ill.",-87.6297982,41.8781136
Pikes Peak Care Center,"Colorado Springs, Colo.",144,26,"Pikes Peak Care Center, Colorado Springs, Colo.",-104.8213634,38.8338816
Valley Manor Rehab & Healthcare Center,"Coopersburg, Pa.",141,26,"Valley Manor Rehab & Healthcare Center, Coopersburg, Pa.",-75.390458,40.5114885
Brakley Park senior care facility,"Lopatcong Township, N.J.",125,26,"Brakley Park senior care facility, Lopatcong Township, N.J.",-75.16037519999999,40.7127921
The Bristol at Tampa Rehabilitation and Nursing Center,"Tampa, Fla.",123,26,"The Bristol at Tampa Rehabilitation and Nursing Center, Tampa, Fla.",-82.4571776,27.950575
Villa East senior care community,"Sherman, Ill.",122,26,"Villa East senior care community, Sherman, Ill.",-89.60482309999999,39.8936608
Atrium Post Acute Care of WayneView,"Wayne, N.J.",121,26,"Atrium Post Acute Care of WayneView, Wayne, N.J.",-74.2765441,40.92537249999999
The Laurels of Chatham skilled nursing and rehabilitation,"Pittsboro, N.C.",119,26,"The Laurels of Chatham skilled nursing and rehabilitation, Pittsboro, N.C.",-79.1772371,35.7201463
CareOne at the Highlands nursing home,"Edison, N.J.",117,26,"CareOne at the Highlands nursing home, Edison, N.J.",-74.4120953,40.5187154
Oakwood Healthcare and Rehabilitation,"Philadelphia, Pa.",116,26,"Oakwood Healthcare and Rehabilitation, Philadelphia, Pa.",-75.1652215,39.9525839
Autumn Lake Healthcare skilled nursing facility,"New Britain, Conn.",114,26,"Autumn Lake Healthcare skilled nursing facility, New Britain, Conn.",-72.7795419,41.6612104
ManorCare Health Services nursing home,"Silver Spring, Md.",98,26,"ManorCare Health Services nursing home, Silver Spring, Md.",-77.026088,38.99066570000001
Veterans Community Living Center at Fitzsimons,"Aurora, Colo.",98,26,"Veterans Community Living Center at Fitzsimons, Aurora, Colo.",-104.8319195,39.7294319
CareOne nursing home,"Teaneck, N.J.",96,26,"CareOne nursing home, Teaneck, N.J.",-74.0116536,40.8932469
Seminole Pavilion Rehabilitation and Nursing Service,"Seminole, Fla.",88,26,"Seminole Pavilion Rehabilitation and Nursing Service, Seminole, Fla.",-82.79121339999999,27.8397466
Rosedale Green nursing home,"Covington, Ky.",88,26,"Rosedale Green nursing home, Covington, Ky.",-84.5085536,39.0836712
Regents Park nursing home,"Aventura, Fla.",80,26,"Regents Park nursing home, Aventura, Fla.",-80.1392121,25.9564812
Countryside Manor nursing home,"Bristol, Conn.",71,26,"Countryside Manor nursing home, Bristol, Conn.",-72.9492703,41.67176480000001
Whispering Pines Rehabilitation and Nursing Center,"East Haven, Conn.",59,26,"Whispering Pines Rehabilitation and Nursing Center, East Haven, Conn.",-72.8684565,41.2841687
Gardner Heights Health Care Center,"Shelton, Conn.",55,26,"Gardner Heights Health Care Center, Shelton, Conn.",-73.0931641,41.3164856
Premier at Susquehanna nursing home,"Millersburg, Pa.",181,25,"Premier at Susquehanna nursing home, Millersburg, Pa.",-76.96081029999999,40.5395289
Gallatin Center for Rehabilitation & Healing,"Gallatin, Tenn.",168,25,"Gallatin Center for Rehabilitation & Healing, Gallatin, Tenn.",-86.4466599,36.3883809
Bria nursing home,"Westmont, Ill.",152,25,"Bria nursing home, Westmont, Ill.",-87.9756175,41.7958639
Abingdon Care and Rehabilitation Center,"Middlebrook, N.J.",146,25,"Abingdon Care and Rehabilitation Center, Middlebrook, N.J.",-74.55346589999999,40.5697866
ManorCare Health Services nursing home,"Montgomeryville, Pa.",142,25,"ManorCare Health Services nursing home, Montgomeryville, Pa.",-75.2437853,40.24732909999999
Hanover Hill Health Care Center nursing home,"Manchester, N.H.",139,25,"Hanover Hill Health Care Center nursing home, Manchester, N.H.",-71.4547891,42.9956397
Cheltenham Nursing and Rehabilitation Center,"Philadelphia, Pa.",134,25,"Cheltenham Nursing and Rehabilitation Center, Philadelphia, Pa.",-75.1652215,39.9525839
CareOne senior care,"Oradell, N.J.",133,25,"CareOne senior care, Oradell, N.J.",-74.0368064,40.9587093
Symphony of Joliet nursing home,"Joliet, Ill.",130,25,"Symphony of Joliet nursing home, Joliet, Ill.",-88.0817251,41.525031
Crystal Lake Rehabilitation and Healthcare Center,"Berkeley Township, N.J.",128,25,"Crystal Lake Rehabilitation and Healthcare Center, Berkeley Township, N.J.",-74.1827119,39.8971996
FutureCare Irvington skilled nursing facility,"Baltimore, Md.",122,25,"FutureCare Irvington skilled nursing facility, Baltimore, Md.",-76.6121893,39.2903848
Old Jefferson Community Care Center,"Baton Rouge, La.",119,25,"Old Jefferson Community Care Center, Baton Rouge, La.",-91.18714659999999,30.4514677
Maple Glen Center nursing home,"Fair Lawn, N.J.",118,25,"Maple Glen Center nursing home, Fair Lawn, N.J.",-74.1318096,40.9403762
Florence Park Nursing & Rehab,"Florence, Ky.",118,25,"Florence Park Nursing & Rehab, Florence, Ky.",-84.62661109999999,38.9989499
Lehigh Center nursing home,"Macungie, Pa.",118,25,"Lehigh Center nursing home, Macungie, Pa.",-75.55518579999999,40.51593039999999
"Highlands Lake Center Post-Acute, Rehab and Nursing","Lakeland, Fla.",110,25,"Highlands Lake Center Post-Acute, Rehab and Nursing, Lakeland, Fla.",-81.9498042,28.0394654
Summit Commons Rehabilitation & Health Care Center,"Providence, R.I.",105,25,"Summit Commons Rehabilitation & Health Care Center, Providence, R.I.",-71.4128343,41.8239891
Olympia Convalescent Hospital,"Los Angeles, Calif.",105,25,"Olympia Convalescent Hospital, Los Angeles, Calif.",-118.2436849,34.0522342
Branford Hills Health Care Center,"Branford, Conn.",103,25,"Branford Hills Health Care Center, Branford, Conn.",-72.81411849999999,41.2799027
Garden Park Nursing & Rehabilitation Center,"Shreveport, La.",102,25,"Garden Park Nursing & Rehabilitation Center, Shreveport, La.",-93.7501789,32.5251516
Cranbury Center nursing home,"Monroe Township, N.J.",93,25,"Cranbury Center nursing home, Monroe Township, N.J.",-74.43304739999999,40.336419
Newington Rapid Recovery Rehab Center,"Newington, Conn.",89,25,"Newington Rapid Recovery Rehab Center, Newington, Conn.",-72.7228293,41.6972996
Water's Edge Center for Health and Rehabilitation,"Middletown, Conn.",88,25,"Water's Edge Center for Health and Rehabilitation, Middletown, Conn.",-72.6506488,41.5623209
South County Nursing,"North Kingstown, R.I.",80,25,"South County Nursing, North Kingstown, R.I.",-71.4536835,41.5568315
Oak Hill Center rehabilitation center,"Pawtucket, R.I.",80,25,"Oak Hill Center rehabilitation center, Pawtucket, R.I.",-71.38255579999999,41.878711
Brighton Gardens assisted living facility,"Florham Park, N.J.",71,25,"Brighton Gardens assisted living facility, Florham Park, N.J.",-74.3882072,40.787878
Cassena Care skilled nursing facility,"Norwalk, Conn.",68,25,"Cassena Care skilled nursing facility, Norwalk, Conn.",-73.4081575,41.11774399999999
Tarpon Point Nursing and Rehabilitation,"Sarasota, Fla.",66,25,"Tarpon Point Nursing and Rehabilitation, Sarasota, Fla.",-82.53065269999999,27.3364347
FutureCare Lochearn nursing home,"Baltimore, Md.",257,24,"FutureCare Lochearn nursing home, Baltimore, Md.",-76.6121893,39.2903848
Signature HealthCARE at Tower Road nursing home,"Marietta, Ga.",228,24,"Signature HealthCARE at Tower Road nursing home, Marietta, Ga.",-84.5499327,33.95260200000001
Symphony of Morgan Park rehabillitation center,"Chicago, Ill.",199,24,"Symphony of Morgan Park rehabillitation center, Chicago, Ill.",-87.6297982,41.8781136
Deanwood nursing home,D.C.,170,24,"Deanwood nursing home, D.C.",-77.0368707,38.9071923
ManorCare Health Services nursing home,"Yeadon, Pa.",169,24,"ManorCare Health Services nursing home, Yeadon, Pa.",-75.2554605,39.9390017
Fairlane Senior Care and Rehab Center,"Detroit, Mich.",161,24,"Fairlane Senior Care and Rehab Center, Detroit, Mich.",-83.0457538,42.331427
Bayshore Health Care Center nursing home,"Holmdel, N.J.",152,24,"Bayshore Health Care Center nursing home, Holmdel, N.J.",-74.18403219999999,40.3451095
The Pines Rehabilitation and Healthcare Center,"Voorhees, N.J.",149,24,"The Pines Rehabilitation and Healthcare Center, Voorhees, N.J.",-74.961517,39.8519447
Silver Healthcare Center nursing home,"Cherry Hill, N.J.",146,24,"Silver Healthcare Center nursing home, Cherry Hill, N.J.",-75.0246312,39.926813
Father Murray Nursing Center,"Center Line, Mich.",146,24,"Father Murray Nursing Center, Center Line, Mich.",-83.0277002,42.4850362
Holy Redeemer Lafayette senior living,"Philadelphia, Pa.",144,24,"Holy Redeemer Lafayette senior living, Philadelphia, Pa.",-75.1652215,39.9525839
Alden Terrace Convalescent Hospital,"Los Angeles, Calif.",144,24,"Alden Terrace Convalescent Hospital, Los Angeles, Calif.",-118.2436849,34.0522342
Booker T. Washington Skilled Nursing & Rehabilitation,"Shreveport, La.",133,24,"Booker T. Washington Skilled Nursing & Rehabilitation, Shreveport, La.",-93.7501789,32.5251516
Allendale Community for Senior Living,"Allendale, N.J.",131,24,"Allendale Community for Senior Living, Allendale, N.J.",-74.129032,41.0414857
Park Crescent Healthcare and Rehabilitation Center,"East Orange, N.J.",124,24,"Park Crescent Healthcare and Rehabilitation Center, East Orange, N.J.",-74.2048677,40.767323
Alaris Health at HarborView nursing home,"Jersey City, N.J.",117,24,"Alaris Health at HarborView nursing home, Jersey City, N.J.",-74.0431435,40.7177545
Symphony of Orchard Valley rehabillitation center,"Aurora, Ill.",115,24,"Symphony of Orchard Valley rehabillitation center, Aurora, Ill.",-88.32007150000001,41.7605849
New Grove Manor Center for Rehabilitation and Nursing,"East Orange, N.J.",113,24,"New Grove Manor Center for Rehabilitation and Nursing, East Orange, N.J.",-74.2048677,40.767323
Forest Manor Health Care Center,"Blairstown, N.J.",109,24,"Forest Manor Health Care Center, Blairstown, N.J.",-74.9589405,40.9831018
Chestnut Hill Convalescent Center,"Passaic, N.J.",105,24,"Chestnut Hill Convalescent Center, Passaic, N.J.",-74.1284764,40.8567662
Chestnut Hill Residence,"Passaic, N.J.",105,24,"Chestnut Hill Residence, Passaic, N.J.",-74.1284764,40.8567662
Audubon Health and Rehab,"Thibodaux, La.",104,24,"Audubon Health and Rehab, Thibodaux, La.",-90.82287099999999,29.7957633
Claridge House nursing home,"North Miami, Fla.",100,24,"Claridge House nursing home, North Miami, Fla.",-80.1867138,25.8900949
ManorCare Health Services nursing home,"Jersey Shore, Pa.",95,24,"ManorCare Health Services nursing home, Jersey Shore, Pa.",-77.2644152,41.2020171
Clapps Nursing Center,"Pleasant Garden, N.C.",94,24,"Clapps Nursing Center, Pleasant Garden, N.C.",-79.7622513,35.96208
Autumn Lake Healthcare at Oakview nursing home,"Silver Spring, Md.",92,24,"Autumn Lake Healthcare at Oakview nursing home, Silver Spring, Md.",-77.026088,38.99066570000001
Alexandria Care Center nursing home,"Los Angeles, Calif.",90,24,"Alexandria Care Center nursing home, Los Angeles, Calif.",-118.2436849,34.0522342
Manor Pines Convalescent Center,"Fort Lauderdale, Fla.",86,24,"Manor Pines Convalescent Center, Fort Lauderdale, Fla.",-80.13731740000001,26.1224386
Montowese Health and Rehabilitation Center,"North Haven, Conn.",85,24,"Montowese Health and Rehabilitation Center, North Haven, Conn.",-72.8595447,41.39091390000001
Golden Hill Rehab Pavilion,"Milford, Conn.",82,24,"Golden Hill Rehab Pavilion, Milford, Conn.",-73.064036,41.2306979
Blueberry Hill Rehabilitation and Healthcare Center,"Beverly, Mass.",70,24,"Blueberry Hill Rehabilitation and Healthcare Center, Beverly, Mass.",-70.880049,42.5584283
Pine Brook Rehabilitation and Care Center,"Englishtown, N.J.",67,24,"Pine Brook Rehabilitation and Care Center, Englishtown, N.J.",-74.3582041,40.2973319
Cherry Brook Health Care Center,"Canton, Conn.",57,24,"Cherry Brook Health Care Center, Canton, Conn.",-72.8956177,41.8247572
Bishop McCarthy Center for Rehabilitation and Healthcare,"Vineland, N.J.",179,23,"Bishop McCarthy Center for Rehabilitation and Healthcare, Vineland, N.J.",-75.02596369999999,39.4863773
Cadia Healthcare nursing home,"Hyattsville, Md.",166,23,"Cadia Healthcare nursing home, Hyattsville, Md.",-76.9455301,38.9559442
Complete Care at Hamilton Plaza nursing home,"Passaic, N.J.",166,23,"Complete Care at Hamilton Plaza nursing home, Passaic, N.J.",-74.1284764,40.8567662
Mayfield Care Center nursing home,"Chicago, Ill.",156,23,"Mayfield Care Center nursing home, Chicago, Ill.",-87.6297982,41.8781136
Riderwood senior living,"Calverton, Md.",152,23,"Riderwood senior living, Calverton, Md.",-76.9358082,39.0576091
Heritage Hall West Building nursing home,"Agawam, Mass.",148,23,"Heritage Hall West Building nursing home, Agawam, Mass.",-72.61481169999999,42.0695391
Crestview Center nursing home,"Langhorne, Pa.",144,23,"Crestview Center nursing home, Langhorne, Pa.",-74.92266649999999,40.1745538
Astoria Nursing and Rehabilitation Center,"Sylmar, Calif.",144,23,"Astoria Nursing and Rehabilitation Center, Sylmar, Calif.",-118.4571974,34.3058279
Preferred Care Nursing and Rehabilitation Center,"Absecon, N.J.",140,23,"Preferred Care Nursing and Rehabilitation Center, Absecon, N.J.",-74.4957076,39.4284503
Peak Resources nursing home,"Charlotte, N.C.",135,23,"Peak Resources nursing home, Charlotte, N.C.",-80.8431267,35.2270869
Church of Christ Care Center,"Clinton Township, Mich.",133,23,"Church of Christ Care Center, Clinton Township, Mich.",-82.9195514,42.5868882
ManorCare Health Services nursing home,"Bethlehem, Pa.",132,23,"ManorCare Health Services nursing home, Bethlehem, Pa.",-75.37045789999999,40.6259316
Hackensack Meridian Health nursing home,"West Caldwell, N.J.",132,23,"Hackensack Meridian Health nursing home, West Caldwell, N.J.",-74.3018154,40.8409329
AristaCare rehabilitation center,"Manchester, N.J.",125,23,"AristaCare rehabilitation center, Manchester, N.J.",-74.33928209999999,39.9711696
Park Place Nursing,"Monroe, Ga.",124,23,"Park Place Nursing, Monroe, Ga.",-83.713229,33.7948364
Aperion Care International nursing home,"Chicago, Ill.",123,23,"Aperion Care International nursing home, Chicago, Ill.",-87.6297982,41.8781136
