facility,location,cases,deaths,address,lon,lat
The Laurels nursing home,"Hendersonville, N.C.",97,27,"The Laurels nursing home, Hendersonville, N.C.",-82.4609528,35.3187279
Santa Anita Convalescent Hospital,"Temple City, Calif.",88,27,"Santa Anita Convalescent Hospital, Temple City, Calif.",-118.0578456,34.1072305
Middlesex Health Care Center nursing home,"Middletown, Conn.",63,27,"Middlesex Health Care Center nursing home, Middletown, Conn.",-72.6506488,41.5623209
Autumn Lake Healthcare nursing home,"Norwalk, Conn.",61,27,"Autumn Lake Healthcare nursing home, Norwalk, Conn.",-73.4081575,41.11774399999999
Preakness Healthcare Center nursing home,"Wayne, N.J.",212,26,"Preakness Healthcare Center nursing home, Wayne, N.J.",-74.2765441,40.92537249999999
Alameda Center for Rehabilitation and Healthcare,"Perth Amboy, N.J.",152,26,"Alameda Center for Rehabilitation and Healthcare, Perth Amboy, N.J.",-74.2654234,40.5067723
Harmony Healthcare and Rehab,"Chicago, Ill.",135,26,"Harmony Healthcare and Rehab, Chicago, Ill.",-87.6297982,41.8781136
CareOne rehabilitation facility,"Wall, N.J.",135,26,"CareOne rehabilitation facility, Wall, N.J.",-74.0679753,40.1606666
Brakley Park senior care facility,"Lopatcong Township, N.J.",124,26,"Brakley Park senior care facility, Lopatcong Township, N.J.",-75.16037519999999,40.7127921
The Bristol at Tampa Rehabilitation and Nursing Center,"Tampa, Fla.",123,26,"The Bristol at Tampa Rehabilitation and Nursing Center, Tampa, Fla.",-82.4571776,27.950575
Villa East senior care community,"Sherman, Ill.",121,26,"Villa East senior care community, Sherman, Ill.",-89.60482309999999,39.8936608
CareOne at the Highlands nursing home,"Edison, N.J.",117,26,"CareOne at the Highlands nursing home, Edison, N.J.",-74.4120953,40.5187154
Oakwood Healthcare and Rehabilitation,"Philadelphia, Pa.",114,26,"Oakwood Healthcare and Rehabilitation, Philadelphia, Pa.",-75.1652215,39.9525839
Care Pavillion Nursing and Rehabilitation,"Philadelphia, Pa.",103,26,"Care Pavillion Nursing and Rehabilitation, Philadelphia, Pa.",-75.1652215,39.9525839
Greenbriar Community Care Center,"Slidell, La.",101,26,"Greenbriar Community Care Center, Slidell, La.",-89.78117449999999,30.2751945
ManorCare Health Services nursing home,"Silver Spring, Md.",98,26,"ManorCare Health Services nursing home, Silver Spring, Md.",-77.026088,38.99066570000001
CareOne nursing home,"Teaneck, N.J.",95,26,"CareOne nursing home, Teaneck, N.J.",-74.0116536,40.8932469
Newtown Rehabilitation and Health Care Center,"Newtown, Conn.",94,26,"Newtown Rehabilitation and Health Care Center, Newtown, Conn.",-73.3035651,41.4141172
Grand Park Convalescent Hospital,"Los Angeles, Calif.",94,26,"Grand Park Convalescent Hospital, Los Angeles, Calif.",-118.2436849,34.0522342
Seminole Pavilion Rehabilitation and Nursing Service,"Seminole, Fla.",88,26,"Seminole Pavilion Rehabilitation and Nursing Service, Seminole, Fla.",-82.79121339999999,27.8397466
Rosedale Green nursing home,"Covington, Ky.",87,26,"Rosedale Green nursing home, Covington, Ky.",-84.5085536,39.0836712
Berkshire Center nursing home,"Reading, Pa.",86,26,"Berkshire Center nursing home, Reading, Pa.",-75.9268747,40.3356483
Countryside Manor nursing home,"Bristol, Conn.",71,26,"Countryside Manor nursing home, Bristol, Conn.",-72.9492703,41.67176480000001
Long Ridge Post-Acute Care,"Stamford, Conn.",70,26,"Long Ridge Post-Acute Care, Stamford, Conn.",-73.5387341,41.0534302
Whispering Pines Rehabilitation and Nursing Center,"East Haven, Conn.",59,26,"Whispering Pines Rehabilitation and Nursing Center, East Haven, Conn.",-72.8684565,41.2841687
Arden Courts of Yardley memory care,"Yardley, Pa.",59,26,"Arden Courts of Yardley memory care, Yardley, Pa.",-74.8459972,40.245664
Benchmark Senior Living at Ridgefield Crossings,"Ridgefield, Conn.",55,26,"Benchmark Senior Living at Ridgefield Crossings, Ridgefield, Conn.",-73.4975412,41.28406349999999
Symphony of South Shore nursing home,"Chicago, Ill.",191,25,"Symphony of South Shore nursing home, Chicago, Ill.",-87.6297982,41.8781136
Symphony of Lincoln Park nursing home,"Chicago, Ill.",181,25,"Symphony of Lincoln Park nursing home, Chicago, Ill.",-87.6297982,41.8781136
Bedford Care Center nursing and rehabilitation,"Hattiesburg, Miss.",148,25,"Bedford Care Center nursing and rehabilitation, Hattiesburg, Miss.",-89.29033919999999,31.3271189
Hanover Hill Health Care Center nursing home,"Manchester, N.H.",139,25,"Hanover Hill Health Care Center nursing home, Manchester, N.H.",-71.4547891,42.9956397
Complete Care at Bey Lea rehabilitation facility,"Toms River, N.J.",138,25,"Complete Care at Bey Lea rehabilitation facility, Toms River, N.J.",-74.1979458,39.9537358
Abingdon Care and Rehabilitation Center,"Middlebrook, N.J.",137,25,"Abingdon Care and Rehabilitation Center, Middlebrook, N.J.",-74.55346589999999,40.5697866
ManorCare Health Services nursing home,"Montgomeryville, Pa.",134,25,"ManorCare Health Services nursing home, Montgomeryville, Pa.",-75.2437853,40.24732909999999
Christian City Skilled Nursing and Rehabilitation,"Union City, Ga.",132,25,"Christian City Skilled Nursing and Rehabilitation, Union City, Ga.",-84.5424299,33.5870558
Symphony of Joliet nursing home,"Joliet, Ill.",130,25,"Symphony of Joliet nursing home, Joliet, Ill.",-88.0817251,41.525031
Cheltenham Nursing and Rehabilitation Center,"Philadelphia, Pa.",130,25,"Cheltenham Nursing and Rehabilitation Center, Philadelphia, Pa.",-75.1652215,39.9525839
Lopatcong Center nursing home,"Phillipsburg, N.J.",124,25,"Lopatcong Center nursing home, Phillipsburg, N.J.",-75.1901761,40.69370989999999
Crystal Lake Rehabilitation and Healthcare Center,"Berkeley Township, N.J.",124,25,"Crystal Lake Rehabilitation and Healthcare Center, Berkeley Township, N.J.",-74.1827119,39.8971996
Kane Community Living Centers Glen Hazel,"Pittsburgh, Pa.",122,25,"Kane Community Living Centers Glen Hazel, Pittsburgh, Pa.",-79.9958864,40.44062479999999
Atrium Post Acute Care of WayneView,"Wayne, N.J.",121,25,"Atrium Post Acute Care of WayneView, Wayne, N.J.",-74.2765441,40.92537249999999
FutureCare Irvington skilled nursing facility,"Baltimore, Md.",119,25,"FutureCare Irvington skilled nursing facility, Baltimore, Md.",-76.6121893,39.2903848
Maple Glen Center nursing home,"Fair Lawn, N.J.",117,25,"Maple Glen Center nursing home, Fair Lawn, N.J.",-74.1318096,40.9403762
Old Jefferson Community Care Center,"Baton Rouge, La.",114,25,"Old Jefferson Community Care Center, Baton Rouge, La.",-91.18714659999999,30.4514677
CareOne senior care,"Oradell, N.J.",111,25,"CareOne senior care, Oradell, N.J.",-74.0368064,40.9587093
"Highlands Lake Center Post-Acute, Rehab and Nursing","Lakeland, Fla.",110,25,"Highlands Lake Center Post-Acute, Rehab and Nursing, Lakeland, Fla.",-81.9498042,28.0394654
Autumn Lake Healthcare skilled nursing facility,"New Britain, Conn.",107,25,"Autumn Lake Healthcare skilled nursing facility, New Britain, Conn.",-72.7795419,41.6612104
Summit Commons Rehabilitation & Health Care Center,"Providence, R.I.",105,25,"Summit Commons Rehabilitation & Health Care Center, Providence, R.I.",-71.4128343,41.8239891
Branford Hills Health Care Center,"Branford, Conn.",103,25,"Branford Hills Health Care Center, Branford, Conn.",-72.81411849999999,41.2799027
Garden Park Nursing & Rehabilitation Center,"Shreveport, La.",97,25,"Garden Park Nursing & Rehabilitation Center, Shreveport, La.",-93.7501789,32.5251516
Willowbrooke Court at Southampton Estates skilled nursing,"Southampton, Pa.",94,25,"Willowbrooke Court at Southampton Estates skilled nursing, Southampton, Pa.",-75.0435916,40.179209
Ridgewood Terrace Health and Rehabilitation Center,"Madisonville, Ky.",92,25,"Ridgewood Terrace Health and Rehabilitation Center, Madisonville, Ky.",-87.4988882,37.32810050000001
Jewish Senior Services assisted living,"Bridgeport, Conn.",91,25,"Jewish Senior Services assisted living, Bridgeport, Conn.",-73.1894384,41.1792258
South County Nursing,"North Kingstown, R.I.",80,25,"South County Nursing, North Kingstown, R.I.",-71.4536835,41.5568315
Oak Hill Center rehabilitation center,"Pawtucket, R.I.",80,25,"Oak Hill Center rehabilitation center, Pawtucket, R.I.",-71.38255579999999,41.878711
St. John Neuman Center for Rehabiliation and Healthcare,"Philadelphia, Pa.",74,25,"St. John Neuman Center for Rehabiliation and Healthcare, Philadelphia, Pa.",-75.1652215,39.9525839
The Quadrangle retirement community,"Haverford, Pa.",73,25,"The Quadrangle retirement community, Haverford, Pa.",-75.3208107,40.0022406
Brighton Gardens assisted living facility,"Florham Park, N.J.",70,25,"Brighton Gardens assisted living facility, Florham Park, N.J.",-74.3882072,40.787878
Luther Acres Manor nursing home,"Lititz, Pa.",63,25,"Luther Acres Manor nursing home, Lititz, Pa.",-76.3069014,40.1573169
Gardner Heights Health Care Center,"Shelton, Conn.",53,25,"Gardner Heights Health Care Center, Shelton, Conn.",-73.0931641,41.3164856
FutureCare Lochearn nursing home,"Baltimore, Md.",257,24,"FutureCare Lochearn nursing home, Baltimore, Md.",-76.6121893,39.2903848
Symphony of Morgan Park rehabillitation center,"Chicago, Ill.",196,24,"Symphony of Morgan Park rehabillitation center, Chicago, Ill.",-87.6297982,41.8781136
Fairlane Senior Care and Rehab Center,"Detroit, Mich.",161,24,"Fairlane Senior Care and Rehab Center, Detroit, Mich.",-83.0457538,42.331427
CareOne nursing home,"New Milford, N.J.",160,24,"CareOne nursing home, New Milford, N.J.",-74.0190281,40.9350986
Silver Healthcare Center nursing home,"Cherry Hill, N.J.",145,24,"Silver Healthcare Center nursing home, Cherry Hill, N.J.",-75.0246312,39.926813
Father Murray Nursing Center,"Center Line, Mich.",142,24,"Father Murray Nursing Center, Center Line, Mich.",-83.0277002,42.4850362
Valley Manor Rehab & Healthcare Center,"Coopersburg, Pa.",141,24,"Valley Manor Rehab & Healthcare Center, Coopersburg, Pa.",-75.390458,40.5114885
Pikes Peak Care Center,"Colorado Springs, Colo.",135,24,"Pikes Peak Care Center, Colorado Springs, Colo.",-104.8213634,38.8338816
Meadowview Nursing and Rehabilitation Center,"Northfield, N.J.",133,24,"Meadowview Nursing and Rehabilitation Center, Northfield, N.J.",-74.5501546,39.3703942
Allendale Community for Senior Living,"Allendale, N.J.",130,24,"Allendale Community for Senior Living, Allendale, N.J.",-74.129032,41.0414857
Alden Terrace Convalescent Hospital,"Los Angeles, Calif.",122,24,"Alden Terrace Convalescent Hospital, Los Angeles, Calif.",-118.2436849,34.0522342
Park Crescent Healthcare and Rehabilitation Center,"East Orange, N.J.",122,24,"Park Crescent Healthcare and Rehabilitation Center, East Orange, N.J.",-74.2048677,40.767323
Florence Park Nursing & Rehab,"Florence, Ky.",118,24,"Florence Park Nursing & Rehab, Florence, Ky.",-84.62661109999999,38.9989499
Lehigh Center nursing home,"Macungie, Pa.",115,24,"Lehigh Center nursing home, Macungie, Pa.",-75.55518579999999,40.51593039999999
Symphony of Orchard Valley rehabillitation center,"Aurora, Ill.",115,24,"Symphony of Orchard Valley rehabillitation center, Aurora, Ill.",-88.32007150000001,41.7605849
New Grove Manor Center for Rehabilitation and Nursing,"East Orange, N.J.",113,24,"New Grove Manor Center for Rehabilitation and Nursing, East Orange, N.J.",-74.2048677,40.767323
Alaris Health at HarborView nursing home,"Jersey City, N.J.",111,24,"Alaris Health at HarborView nursing home, Jersey City, N.J.",-74.0431435,40.7177545
Forest Manor Health Care Center,"Blairstown, N.J.",109,24,"Forest Manor Health Care Center, Blairstown, N.J.",-74.9589405,40.9831018
Westside Care Center nursing home,"Manchester, Conn.",108,24,"Westside Care Center nursing home, Manchester, Conn.",-72.52150089999999,41.7759301
Olympia Convalescent Hospital,"Los Angeles, Calif.",103,24,"Olympia Convalescent Hospital, Los Angeles, Calif.",-118.2436849,34.0522342
Audubon Health and Rehab,"Thibodaux, La.",96,24,"Audubon Health and Rehab, Thibodaux, La.",-90.82287099999999,29.7957633
Clapps Nursing Center,"Pleasant Garden, N.C.",93,24,"Clapps Nursing Center, Pleasant Garden, N.C.",-79.7622513,35.96208
Autumn Lake Healthcare at Oakview nursing home,"Silver Spring, Md.",91,24,"Autumn Lake Healthcare at Oakview nursing home, Silver Spring, Md.",-77.026088,38.99066570000001
Cranbury Center nursing home,"Monroe Township, N.J.",89,24,"Cranbury Center nursing home, Monroe Township, N.J.",-74.43304739999999,40.336419
Newington Rapid Recovery Rehab Center,"Newington, Conn.",89,24,"Newington Rapid Recovery Rehab Center, Newington, Conn.",-72.7228293,41.6972996
Centennial Healthcare Center nursing home,"Greeley, Colo.",88,24,"Centennial Healthcare Center nursing home, Greeley, Colo.",-104.7091322,40.4233142
Manor Pines Convalescent Center,"Fort Lauderdale, Fla.",86,24,"Manor Pines Convalescent Center, Fort Lauderdale, Fla.",-80.13731740000001,26.1224386
Golden Hill Rehab Pavilion,"Milford, Conn.",82,24,"Golden Hill Rehab Pavilion, Milford, Conn.",-73.064036,41.2306979
Regents Park nursing home,"Aventura, Fla.",80,24,"Regents Park nursing home, Aventura, Fla.",-80.1392121,25.9564812
Cassena Care skilled nursing facility,"Norwalk, Conn.",67,24,"Cassena Care skilled nursing facility, Norwalk, Conn.",-73.4081575,41.11774399999999
Pine Brook Rehabilitation and Care Center,"Englishtown, N.J.",66,24,"Pine Brook Rehabilitation and Care Center, Englishtown, N.J.",-74.3582041,40.2973319
Cherry Brook Health Care Center,"Canton, Conn.",55,24,"Cherry Brook Health Care Center, Canton, Conn.",-73.087749,41.6032207
Elmwood Hills Health Center,"Blackwood, N.J.",184,23,"Elmwood Hills Health Center, Blackwood, N.J.",-75.0640602,39.8023363
ManorCare Health Services nursing home,"Yeadon, Pa.",165,23,"ManorCare Health Services nursing home, Yeadon, Pa.",-75.2554605,39.9390017
Gallatin Center for Rehabilitation & Healing,"Gallatin, Tenn.",164,23,"Gallatin Center for Rehabilitation & Healing, Gallatin, Tenn.",-86.4466599,36.3883809
Cadia Healthcare nursing home,"Hyattsville, Md.",160,23,"Cadia Healthcare nursing home, Hyattsville, Md.",-76.9455301,38.9559442
Mayfield Care Center nursing home,"Chicago, Ill.",156,23,"Mayfield Care Center nursing home, Chicago, Ill.",-87.6297982,41.8781136
Riderwood senior living,"Calverton, Md.",152,23,"Riderwood senior living, Calverton, Md.",-76.9358082,39.0576091
Heritage Hall West Building nursing home,"Agawam, Mass.",148,23,"Heritage Hall West Building nursing home, Agawam, Mass.",-72.61481169999999,42.0695391
Holy Redeemer Lafayette senior living,"Philadelphia, Pa.",147,23,"Holy Redeemer Lafayette senior living, Philadelphia, Pa.",-75.1652215,39.9525839
Crestview Center nursing home,"Langhorne, Pa.",133,23,"Crestview Center nursing home, Langhorne, Pa.",-74.92266649999999,40.1745538
Bria nursing home,"Westmont, Ill.",133,23,"Bria nursing home, Westmont, Ill.",-87.9756175,41.7958639
Hackensack Meridian Health nursing home,"West Caldwell, N.J.",132,23,"Hackensack Meridian Health nursing home, West Caldwell, N.J.",-74.3018154,40.8409329
Church of Christ Care Center,"Clinton Township, Mich.",124,23,"Church of Christ Care Center, Clinton Township, Mich.",-82.9195514,42.5868882
AristaCare rehabilitation center,"Manchester, N.J.",123,23,"AristaCare rehabilitation center, Manchester, N.J.",-74.33928209999999,39.9711696
Medilodge of St. Clair nursing home,"East China, Mich.",118,23,"Medilodge of St. Clair nursing home, East China, Mich.",-82.4861964,42.7520015
The Laurels of Chatham skilled nursing and rehabilitation,"Pittsboro, N.C.",115,23,"The Laurels of Chatham skilled nursing and rehabilitation, Pittsboro, N.C.",-79.1772371,35.7201463
Eben Ezer Lutheran Care Center nursing home,"Brush, Colo.",114,23,"Eben Ezer Lutheran Care Center nursing home, Brush, Colo.",-103.6238367,40.2588686
Germantown Home nursing and assisted living,"Philadelphia, Pa.",113,23,"Germantown Home nursing and assisted living, Philadelphia, Pa.",-75.1652215,39.9525839
ManorCare ElkGrove Village nursing home,"Elk Grove Village, Ill.",107,23,"ManorCare ElkGrove Village nursing home, Elk Grove Village, Ill.",-87.9703461,42.0039178
Mills Nursing and Rehabilitation Center,"Mayfield, Ky.",106,23,"Mills Nursing and Rehabilitation Center, Mayfield, Ky.",-88.6367154,36.7417235
Riverstreet Manor nursing home,"Wilkes-Barre, Pa.",105,23,"Riverstreet Manor nursing home, Wilkes-Barre, Pa.",-75.88130749999999,41.2459149
CareOne nursing home,"East Brunswick, N.J.",100,23,"CareOne nursing home, East Brunswick, N.J.",-74.4049778,40.4316955
Claridge House nursing home,"North Miami, Fla.",100,23,"Claridge House nursing home, North Miami, Fla.",-80.1867138,25.8900949
Water's Edge Center for Health and Rehabilitation,"Middletown, Conn.",88,23,"Water's Edge Center for Health and Rehabilitation, Middletown, Conn.",-72.6506488,41.5623209
Ridgewood Genesis Bedford,"Bedford, N.H.",86,23,"Ridgewood Genesis Bedford, Bedford, N.H.",-71.51320079999999,42.9463291
Western Rehabilitation Care Center,"Danbury, Conn.",76,23,"Western Rehabilitation Care Center, Danbury, Conn.",-73.4540111,41.394817
Regina Community Nursing Center,"Norristown, Pa.",66,23,"Regina Community Nursing Center, Norristown, Pa.",-75.3399048,40.121497
The Chelsea at Forsgate assisted living,"Monroe, N.J.",64,23,"The Chelsea at Forsgate assisted living, Monroe, N.J.",-74.43304739999999,40.336419
Willowbrooke Court Spring House,"Lower Gwyne, Pa.",64,23,"Willowbrooke Court Spring House, Lower Gwyne, Pa.",-75.2362381,40.1793752
